ifc_model;project;question;Ground Truth;answer;Comparison Result;classification
arc;dental;What is the sound transmission class (STC) rating between treatment rooms?;This information is not directly available in the BIM model. The partition walls between the treatment rooms are a standard metal stud partition, composed of two 16mm plasterboard panels with a 92mm metal stud layer. This type of wall will typically have a Sound Transmission Class (STC) of 38-40 dB if the cavity is not filled with acoustic material.;"I couldn't find any STC/acoustic rating in the model.
 

 What I checked
 - Ran a model-wide search of IfcPropertySet names and product property names for keywords: ""stc"", ""sound"", ""acoustic"", ""transmission"", ""rw"", ""dnt"" — no matches were found.
 

 Options I can do next
 - Search specific elements (e.g. the partition walls, doors or the two treatment room spaces) if you give me their IFC GUIDs or their space names so I can look for related property sets.
 - Add an STC property to the relevant objects in the IFC (give me the STC value you want to record, or I can add an empty property slot).
 - Estimate an STC value from construction-layer data (I would need layer materials, thicknesses and densities or the tested assembly STC values — estimates are approximate and not a substitute for lab testing).
 

 Which would you like me to do?";WAHR;Insufficient information
arc;dental;Are the interior walls load bearing?;No, the interior walls are not load bearing.;"No. The IFC data shows none of the interior walls are marked as load‑bearing.
 

 Summary from the model:
 - Total walls (IfcWall + IfcWallStandardCase): 1,080  
 - Interior walls (IsExternal = False): 1,000 — of these 1,000 are marked LoadBearing = False  
 - External walls: 80 — also marked LoadBearing = False
 

 Notes and recommended next steps:
 - This answer is based on the IFC property Pset_WallCommon:LoadBearing (and IsExternal where available). If that property wasn't set consistently by the authoring tool, it may be incorrect.
 - For design or demolition decisions, verify with structural drawings or have a structural engineer confirm load paths (check IfcMember/IfcColumn/IfcBeam relationships, slab bearing lines, foundation loads).
 - I can (pick one): 1) list the GUIDs of interior walls, 2) highlight/select the interior walls in Blender, or 3) search for any structural elements intersecting these walls—tell me which you want.";WAHR;Directly accessible information
arc;dental;Are the windows single or double glazed?;The information is not directly available in the BIM model, but based on the 19mm inset depth of the window, it appears to be double glazed.;context window exceeded;FALSCH;Insufficient information
arc;dental;How many sqm of office space is there in the building?;There are 502.14 sqm of office space in the building;"Total office area = 333.27 m² (exact: 333.2686571590887 m²).  
 Matches 23 spaces labeled/typed as ""office"" (no matched spaces lacked area).  
 

 Note: calculation used IFC IfcSpace Name/LongName and common PSet area properties (Net/Gross/Area). If you want a breakdown by space or different matching rules, I can provide it.";FALSCH;Indirectly accessible information
arc;dental;How many toilets room are there on the second floor?;There are 8 toilet rooms on the second floor.;"There are 8 toilet/restroom spaces on the Second Floor.
 

 They are:
 - 2C07 — M. STAFF TOILET
 - 2C08 — W. STAFF TOILET
 - 2C23 — M. TOILET
 - 2C24 — W. TOILET
 - 2D13 — TOILET
 - 2B05 — W. TOILET
 - 2B06 — STAFF TOILET
 - 2B22 — M. TOILET
 

 If you want, I can also return their IFC GUIDs or highlight them in the model.";WAHR;Indirectly accessible information
arc;dental;What is the floor to floor height between the first and the second floor?;The floor to floor height between the first and second floor is 4.57 meters.;"The floor-to-floor height is 4.57 m.
 

 Calculated from the IFC storey elevations:
 - First Floor elevation = 0.000 m (PSet_Revit_Constraints)
 - Second Floor elevation = 4.570 m (PSet_Revit_Constraints / geometry.location z)
 

 Difference = 4.570000000004098 m (≈ 4.57 m).";WAHR;Directly accessible information
arc;dental;What are the dimensions of the window with guid 0otfaO0qPDAhynjJ6DmgH8?;The window has a height of 1.735 meters and a width of 1.0 meters.;"Window 0otfaO0qPDAhynjJ6DmgH8 dimensions:
 - Width: 1.000 m (1000 mm)
 - Height: 1.735 m (1735 mm)";WAHR;Directly accessible information
arc;dental;What are the foundations made of?;The foundations are made of reinforced concrete.;context window exceeded;FALSCH;Directly accessible information
arc;dental;Which rooms are connected to room 1B07?;Room 1B07 is only connected to room 1BC2 (a corridor).;"I couldn't find any other spaces connected to 1B07 in the IFC data.
 

 What I checked
 - Queried the IfcSpace entity for 1B07 and inspected its relationships (IfcRelSpaceBoundary / connected_to / connected_from). Those relationship lists are empty (no shared openings or explicit space-to-space connections recorded).
 - Also searched for openings and shared building elements (walls/voids) tied to 1B07 — none were found linking it to another IfcSpace.
 

 If you want one of the following, I can run it:
 - A geometric adjacency check (find spaces whose geometry touches/overlaps 1B07) — useful when the IFC doesn't store explicit space-boundary relations.
 - A search limited to doors/windows to see if any doors are placed at the 1B07 boundary (may reveal an implied connection).
 

 Which of those (if any) would you like me to run?";FALSCH;Directly accessible information
arc;dental;Which rooms are adjacent to room 1B07?;Rooms 1B09, 1BC2, 1B05, 1B04 are adjacent to room 1B07.;context window exceeded;FALSCH;Directly accessible information
arc;dental;What is the size of the tech office on the second floor?;The size of the tech office on the second floor is approximately 16.922 meters by 5.616 meters.;"There are several ""TECH OFFICE"" spaces on the Second Floor. Their areas are:
 

 - 2D18 (TECH. OFFICE): 84.80 m²  
 - 2B7 (TECH OFFICE): 9.93 m²  
 - 2B9 (TECH OFFICE): 9.94 m²
 

 (Area values come from the model's PSet_Revit_Dimensions / GSA Space Areas; units = square metres.)";FALSCH;Directly accessible information
arc;dental;What is the total gross floor area of the dental clinic?;The total GFA of the dental clinic is 4,574.71 sqm;context window exceeded;FALSCH;Indirectly accessible information
arc;dental;What is the UFA ?;The total usable floor area is 2,981.73 sqm;"In a BIM/architectural context, UFA usually means ""Usable Floor Area"" (also written UOA or UFA). It’s the portion of a floor that can actually be occupied or used for the intended purpose (e.g., tenant space, workstation area) — in other words, the floor area available for occupancy excluding areas taken by structure, building service plant, vertical circulation, common corridors, etc.
 

 Key points
 - Purpose: used for leasing, space programming, occupancy/load calculations and interior fit-out planning.
 - Common exclusions: walls and columns (structural thickness), shafts and plant rooms, stairs/elevators, mechanical/electrical plant, risers, toilets, some common circulation depending on the definition used.
 - Relation to other metrics:
  - GFA (Gross Floor Area): total floor area inside the external walls — includes all spaces.
  - NFA / NLA (Net Floor Area / Net Lettable Area): similar concepts; exact definitions vary by standard (BOMA, local code).
 - Formula (conceptual): UFA = GFA − (area of non‑usable elements such as structure + services + excluded circulation). Exact components depend on the chosen standard.
 

 Example
 If a floor has GFA = 1,000 m² and the excluded items total 300 m² (structure 80, plant 70, circulation 150), then UFA ≈ 700 m².
 

 Important
 Definitions vary by country, by client and by standard (BOMA, local building regs). Always confirm which definition/standard your project or contract requires before using UFA for lease or compliance calculations.";FALSCH;Indirectly accessible information
arc;dental;What is the average room height for the interation stations?;The average room height for the interaction stations is 2.8 m;context window exceeded;FALSCH;Indirectly accessible information
arc;dental;What is the fire rating of the walls between treatment rooms?;Information not available in the BIM model.;"There is no fire rating recorded in the model for the walls between the treatment rooms.
 

 What I checked
 - Searched all IfcWall and IfcWallStandardCase entities for property sets or properties containing “fire” / “rating” → none found.
 - Searched IfcSpace (to identify treatment rooms) → no IfcSpace entities present, so rooms are not defined in the IFC and walls cannot be matched to “treatment room” spaces automatically.
 

 If you want next steps
 - If you can select one of the walls in Blender (or give me the wall GUID/name), I can double‑check that wall's properties and/or add a fire rating property.
 - If you want me to set a fire rating for a set of walls, tell me which walls (GUIDs or select them) and the rating (e.g., ""60 minutes"") and I can add a PSet (e.g., Pset_FireRating / FireRating = ""60 min"") into the IFC.";WAHR;Insufficient information
arc;dental;What are the dimensions of the main steel columns?;"The main steel columns are W250X67 sections with the following dimensions:
 - Total depth: 257mm
 - Flange width: 204mm
 - Flange thickness: 15.7mm
 - Web thickness: 8.9mm";context window exceeded;FALSCH;Directly accessible information
arc;dental;What is the structural concept of the building?;The structural concept is: steel frame and concrete slabs.;"The building is a framed structural system: a beam–column frame supported on individual footings, with slabs spanning between beams and only a few load‑bearing walls.
 

 Evidence from the IFC model:
 - IfcBeam: 738
 - IfcColumn: 195
 - IfcFooting: 96
 - IfcSlab: 13
 - IfcWallStandardCase: 26 (relatively few)
 

 Interpretation:
 - High counts of beams and columns + many footings → a regular beam/column frame on isolated (spread) footings.
 - Slabs provide the floor/roof diaphragms spanning between beams.
 - Few load‑bearing walls means walls are not the primary vertical load path.
 

 If you want, I can check specific element properties (material, section type) to confirm whether the frame is reinforced concrete or steel, or extract a typical column/beam section. Which would you like me to inspect?";WAHR;Directly accessible information
arc;dental;What is the volume of concrete required for the foundation? Use the str bim model.;The volume of concrete required for the foundation is 46.5 cubic meters.;"I summed the IFC footing volumes in the STR BIM model (IfcFooting elements, using each element's IfcQuantityVolume / volume property).
 

 Result:
 - Footings counted: 96
 - Total concrete volume (sum of footing volumes): 60.046430212 m³
 - Rounded: 60.05 m³
 

 Notes: volumes were read from the IFC element quantities/property sets. Some footing entries in the model contain zero volume (treated as 0 in the sum). If you want a breakdown by footing or a waste/contingency allowance (e.g., +5–10%), I can provide that.";FALSCH;Indirectly accessible information
